vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount,tip_amount
VTS,1,1,540,0.97,CRD,7.0,1.0
VTS,1,1,660,1.49,CRD,8.5,1.9
VTS,1,2,1140,4.18,CRD,17.0,2.0
VTS,1,2,180,0.47,CRD,4.0,0.9
VTS,1,5,420,1.67,CRD,7.5,2.0
VTS,1,6,900,3.03,CSH,12.5,0.0
VTS,1,5,780,2.7,CRD,11.5,1.0
VTS,1,5,600,2.03,CRD,8.5,1.8
VTS,1,5,1020,4.55,CSH,16.0,0.0
VTS,1,6,1080,6.01,CRD,20.0,5.12
VTS,1,1,360,1.04,CSH,6.0,0.0
VTS,1,1,360,1.2,CSH,6.5,0.0
VTS,1,1,1020,4.64,CRD,17.0,1.5
VTS,1,1,1200,3.4,CSH,15.5,0.0
VTS,1,1,480,1.23,CRD,7.0,1.88
CMT,1,1,633,1.4,CSH,8.0,0.0
CMT,1,1,1149,4.0,CSH,16.0,0.0
CMT,1,1,566,1.3,CSH,8.0,0.0
CMT,1,1,548,1.5,CSH,8.0,0.0
CMT,1,1,869,2.0,CRD,11.0,3.75
CMT,1,1,376,1.5,CSH,7.0,0.0
CMT,1,1,414,1.1,CSH,6.5,0.0
CMT,1,1,303,0.4,CSH,5.0,0.0
VTS,1,2,480,1.99,CRD,8.5,1.0
VTS,1,2,420,1.02,CSH,7.0,0.0
VTS,1,2,300,1.58,CRD,7.0,2.25
VTS,1,2,1260,4.71,CRD,18.5,3.8
VTS,1,2,720,2.28,CSH,10.5,0.0
VTS,1,6,480,1.47,CRD,7.5,1.5
VTS,1,6,960,1.64,CSH,11.0,0.0
VTS,1,1,360,1.6,CRD,7.5,1.6
CMT,1,1,233,1.1,CSH,5.5,0.0
CMT,1,1,127,0.5,CSH,4.0,0.0
VTS,1,1,2760,8.43,CSH,33.5,0.0
VTS,1,5,960,4.86,CRD,16.0,2.0
VTS,1,1,480,2.09,CRD,9.0,1.8
VTS,1,1,1740,7.46,CSH,24.5,0.0
VTS,1,6,900,4.84,CRD,16.5,2.5
VTS,1,1,720,2.31,CRD,11.0,1.0
VTS,1,1,360,1.31,CSH,7.0,0.0
VTS,1,2,360,1.01,CRD,6.5,1.3
VTS,1,1,1140,2.4,CRD,14.5,2.5
VTS,1,1,960,4.53,CRD,16.0,3.3
VTS,1,1,1200,1.39,CSH,13.0,0.0
VTS,1,1,780,1.59,CSH,9.5,0.0
VTS,1,6,240,0.89,CRD,5.0,0.5
VTS,1,6,1320,4.85,CRD,19.0,2.0
VTS,1,6,960,5.35,CSH,18.5,0.0
VTS,1,6,1980,12.93,CSH,36.5,0.0
VTS,1,1,180,0.92,CRD,5.5,1.3
VTS,1,1,1200,3.68,CRD,15.5,3.3
VTS,1,3,480,1.87,CRD,8.0,0.0
VTS,1,1,240,0.9,CSH,5.5,0.0
CMT,1,1,591,2.2,CRD,9.5,2.1
CMT,1,2,1002,3.3,CRD,14.0,3.62
CMT,1,1,767,2.8,CSH,11.5,0.0
CMT,1,2,298,0.9,CSH,5.5,0.0
CMT,1,1,983,5.1,CSH,17.5,0.0
CMT,1,1,413,1.2,CRD,6.5,1.0
CMT,1,1,1804,7.5,CRD,26.0,0.0
CMT,1,1,641,1.1,CSH,8.0,0.0
CMT,1,1,1238,1.5,CSH,13.5,0.0
CMT,1,1,508,1.7,CSH,8.0,0.0
VTS,1,3,180,0.55,CRD,4.5,1.0
VTS,1,6,660,1.99,CSH,9.5,0.0
VTS,1,6,540,1.95,CRD,9.0,1.5
VTS,1,6,1680,8.4,CRD,29.5,8.71
CMT,1,1,2539,3.8,CRD,26.0,2.5
CMT,1,1,1263,3.7,CRD,16.0,2.0
CMT,1,1,284,0.8,CRD,5.0,1.0
CMT,1,1,1985,9.7,CRD,31.5,9.75
CMT,1,1,1819,1.4,CRD,18.0,4.62
CMT,1,1,584,2.3,CRD,10.0,2.1
CMT,1,1,492,2.5,CSH,10.0,0.0
CMT,1,1,71,0.4,CRD,3.5,0.0
CMT,1,1,1177,3.9,CSH,16.5,0.0
CMT,1,1,765,2.1,CRD,10.5,2.2
CMT,1,1,825,4.6,CRD,16.0,3.3
CMT,1,1,409,1.5,CRD,7.0,1.0
CMT,1,1,305,1.3,CSH,6.0,0.0
CMT,1,1,1237,3.2,CSH,16.5,0.0
CMT,1,1,928,2.5,CRD,12.5,2.0
CMT,1,1,641,0.6,CRD,8.0,1.0
CMT,1,1,104,0.4,CSH,3.5,0.0
CMT,1,2,482,2.2,CSH,9.0,0.0
CMT,1,1,888,3.5,CSH,13.5,0.0
CMT,1,1,894,3.4,CSH,13.5,0.0
VTS,1,6,420,1.67,CSH,7.5,0.0
VTS,1,6,720,2.13,CRD,10.0,2.0
VTS,1,6,540,1.85,CRD,8.5,1.5
VTS,1,6,960,2.15,CSH,12.0,0.0
VTS,1,6,960,0.81,CSH,10.5,0.0
VTS,1,6,840,1.36,CRD,9.5,1.9
VTS,1,6,1440,3.11,CRD,16.5,3.3
VTS,1,6,720,1.0,CRD,8.5,2.12
VTS,1,6,1020,1.35,CSH,11.5,0.0
VTS,1,1,2100,8.23,CRD,27.5,3.0
CMT,1,1,320,0.7,CSH,5.5,0.0
CMT,1,2,1394,2.3,CSH,15.5,0.0
CMT,1,1,1360,1.7,CSH,14.5,0.0
CMT,1,1,2220,5.2,CRD,25.0,7.95
CMT,1,2,409,1.2,CSH,6.5,0.0
CMT,1,1,664,1.0,CRD,8.5,1.0
CMT,1,1,543,2.3,CSH,9.5,0.0
CMT,1,1,449,0.9,CRD,6.5,1.0
VTS,1,2,900,5.25,CSH,17.0,0.0
VTS,2,2,1920,18.67,CRD,52.0,11.47
VTS,1,2,960,0.66,CRD,10.0,1.0
VTS,1,1,480,1.75,CRD,8.0,1.0
VTS,1,1,2220,12.26,CRD,38.0,11.08
VTS,1,1,840,1.22,CSH,10.0,0.0
VTS,1,2,1260,8.05,CRD,26.0,6.37
VTS,1,1,180,1.26,CSH,5.5,0.0
VTS,1,1,240,0.7,CRD,4.5,1.1
VTS,1,6,300,1.83,CSH,7.0,0.0
VTS,1,6,180,0.61,CSH,4.0,0.0
VTS,1,6,360,0.93,CRD,6.0,1.5
VTS,1,6,660,1.02,CSH,8.5,0.0
VTS,1,6,1080,1.07,CSH,11.5,0.0
VTS,1,6,1560,1.88,CSH,16.0,0.0
VTS,1,6,1200,2.58,CRD,13.5,3.0
VTS,1,6,540,2.64,CRD,10.5,2.1
VTS,1,6,960,11.89,CSH,32.0,0.0
VTS,1,6,1380,10.6,CRD,32.0,7.47
VTS,1,6,1080,1.72,CRD,12.0,2.0
VTS,1,2,480,1.97,CSH,9.0,0.0
VTS,1,1,660,2.11,CRD,9.5,2.0
VTS,1,2,360,1.37,CSH,7.0,0.0
CMT,1,1,302,0.7,CSH,5.5,0.0
CMT,1,1,1198,4.0,CSH,16.0,0.0
CMT,1,1,913,1.4,CSH,10.0,0.0
CMT,1,1,647,0.9,CSH,8.0,0.0
CMT,1,1,606,1.5,CRD,8.0,1.9
CMT,1,1,958,3.7,CRD,15.0,3.2
CMT,1,1,221,0.7,CSH,4.5,0.0
CMT,1,1,822,1.3,CSH,10.0,0.0
CMT,1,1,1113,2.8,CSH,13.5,0.0
CMT,1,1,459,0.8,CSH,6.5,0.0
CMT,1,1,503,1.4,CRD,7.5,1.0
CMT,1,1,764,3.1,CRD,12.0,3.25
CMT,1,3,480,1.7,CSH,8.0,0.0
CMT,1,1,552,1.6,CSH,9.0,0.0
CMT,1,1,492,2.4,CSH,9.5,0.0
CMT,1,1,623,3.5,CRD,12.0,2.8
CMT,1,2,657,2.6,CRD,10.5,2.75
CMT,1,2,1280,9.2,CRD,27.5,6.76
VTS,1,1,420,3.15,CSH,11.0,0.0
VTS,1,1,660,1.5,CSH,9.0,0.0
VTS,1,1,1320,4.23,CSH,17.5,0.0
VTS,1,1,840,2.04,CSH,11.0,0.0
VTS,1,1,1020,2.03,CRD,12.5,2.7
VTS,1,2,1080,1.31,CRD,12.0,2.4
VTS,2,1,2220,17.51,CRD,52.0,11.47
VTS,1,1,1380,6.54,CRD,22.5,4.0
VTS,1,2,540,1.01,CSH,7.5,0.0
VTS,1,2,2100,9.86,CRD,33.5,6.0
VTS,1,1,480,1.18,CRD,7.5,1.6
VTS,1,1,1980,13.38,CRD,41.0,8.3
VTS,1,2,1200,2.04,CRD,14.0,2.9
CMT,1,1,1032,4.5,CSH,17.0,0.0
CMT,1,1,240,0.6,CSH,4.5,0.0
VTS,1,6,1200,1.71,CSH,13.0,0.0
VTS,1,2,1140,3.38,CRD,15.0,1.5
CMT,1,1,149,1.0,CRD,5.0,1.1
CMT,1,1,397,1.3,CSH,7.0,0.0
CMT,1,1,386,2.1,CRD,8.0,1.7
CMT,1,1,1439,8.1,CSH,25.5,0.0
VTS,1,2,660,1.97,CRD,9.5,1.0
VTS,1,2,1440,10.44,CRD,31.0,7.27
VTS,1,2,2700,8.95,CSH,34.5,0.0
VTS,2,1,1740,16.94,CRD,52.0,11.47
VTS,1,3,1800,6.66,CSH,24.0,0.0
VTS,1,1,240,0.8,CRD,5.0,1.2
VTS,1,2,1740,6.95,CSH,25.0,0.0
VTS,1,1,360,0.95,CRD,6.0,1.3
VTS,1,1,240,0.95,CRD,5.5,1.3
VTS,1,2,2400,10.5,CRD,36.0,9.12
CMT,1,1,309,1.1,CSH,6.0,0.0
CMT,1,1,356,1.2,CSH,6.5,0.0
CMT,1,1,801,2.2,CSH,11.0,0.0
CMT,1,2,422,1.2,CSH,7.0,0.0
CMT,1,1,333,0.8,CSH,5.5,0.0
CMT,1,3,481,2.4,CSH,9.0,0.0
CMT,1,1,783,3.3,CSH,13.0,0.0
CMT,1,1,858,2.4,CRD,12.0,3.35
CMT,1,1,754,1.3,CSH,9.0,0.0
CMT,1,1,1513,3.4,CSH,17.5,0.0
CMT,1,3,376,1.1,CRD,6.5,1.0
CMT,1,2,359,1.4,CSH,6.5,0.0
CMT,1,2,550,1.6,CRD,8.5,2.0
CMT,1,1,214,0.9,CSH,5.0,0.0
CMT,1,1,813,5.3,CRD,17.0,3.6
CMT,1,1,962,3.9,CRD,15.5,3.3
CMT,1,1,755,2.7,CRD,11.5,1.0
CMT,1,1,86,0.4,CSH,3.5,0.0
CMT,1,1,1992,9.2,CRD,30.0,7.15
CMT,1,1,187,0.4,CRD,4.0,1.0
CMT,1,1,899,2.4,CRD,12.0,1.0
CMT,1,1,1285,1.3,CRD,13.5,2.8
CMT,1,1,700,1.7,CRD,9.0,1.5
CMT,1,1,442,1.0,CSH,6.5,0.0
CMT,1,1,790,2.3,CRD,11.0,2.0
CMT,1,1,765,1.7,CSH,9.5,0.0
CMT,1,2,1273,10.6,CSH,30.5,0.0
VTS,1,1,480,1.24,CSH,7.5,0.0
VTS,1,1,1080,2.37,CRD,13.0,1.0
VTS,1,1,420,0.84,CRD,6.5,1.5
VTS,1,1,1080,3.93,CRD,15.0,1.5
VTS,1,1,1680,3.27,CSH,19.5,0.0
VTS,1,1,1440,3.82,CRD,17.5,4.62
VTS,1,1,1140,2.92,CRD,14.0,2.0
VTS,1,2,540,1.56,CRD,8.5,1.0
VTS,1,2,540,1.52,CSH,8.0,0.0
VTS,1,2,480,1.45,CSH,7.5,0.0
VTS,1,1,1020,1.73,CRD,11.5,1.0
VTS,1,2,1980,9.04,CRD,32.0,7.67
VTS,1,1,420,2.34,CRD,9.0,2.38
VTS,1,2,1920,7.25,CRD,27.5,8.4
VTS,1,1,960,1.37,CRD,11.5,2.5
VTS,1,4,1080,3.59,CSH,15.5,0.0
VTS,1,1,420,0.18,CRD,6.0,1.0
VTS,1,1,120,0.9,CRD,4.5,0.9
CMT,1,1,287,0.9,CRD,5.5,1.2
CMT,1,1,1948,3.0,CRD,20.5,4.2
CMT,1,2,741,2.0,CRD,10.0,2.2
CMT,1,1,2177,10.0,CRD,35.0,7.0
CMT,1,3,875,8.0,CSH,23.5,0.0
CMT,1,4,245,0.6,CRD,5.0,1.0
CMT,1,4,853,6.1,CRD,19.5,4.1
CMT,1,2,675,3.1,CSH,12.0,0.0
CMT,1,1,156,0.7,CSH,4.5,0.0
CMT,1,2,155,0.6,CSH,4.0,0.0
CMT,1,2,829,2.5,CRD,12.0,3.75
CMT,1,2,1638,6.0,CRD,23.5,4.8
CMT,1,1,594,1.7,CRD,9.0,2.37
CMT,1,2,342,1.0,CSH,6.5,0.0
CMT,1,1,418,1.3,CSH,7.0,0.0
VTS,1,1,2100,17.53,CRD,48.0,5.0
VTS,1,1,2220,11.08,CRD,35.0,8.17
VTS,1,1,720,1.92,CRD,10.0,2.62
VTS,1,1,420,0.99,CSH,6.5,0.0
VTS,1,2,1260,8.18,CRD,26.0,5.3
VTS,1,1,780,1.69,CSH,10.0,0.0
VTS,2,1,60,0.05,CSH,52.0,0.0
VTS,1,1,540,1.21,CRD,8.0,1.0
CMT,1,2,683,1.5,CSH,9.0,0.0
CMT,1,2,1128,5.8,CRD,20.5,2.0
VTS,1,1,420,3.95,CRD,12.5,3.25
VTS,1,1,660,3.15,CRD,11.5,2.4
VTS,1,1,1380,6.82,CRD,22.0,4.5
VTS,1,1,300,0.75,CRD,5.0,3.0
VTS,1,1,840,2.15,CRD,11.0,2.3
VTS,1,1,1320,3.06,CSH,15.5,0.0
VTS,1,1,360,1.28,CSH,6.5,0.0
VTS,1,1,60,0.27,CRD,3.0,0.8
VTS,1,1,300,0.86,CRD,5.5,1.0
VTS,1,1,900,3.13,CRD,12.5,2.6
VTS,1,2,1080,1.47,CRD,12.0,3.9
VTS,1,6,540,1.29,CRD,7.5,2.25
VTS,1,6,360,1.19,CRD,7.0,1.0
CMT,1,1,1063,1.2,CSH,12.0,0.0
CMT,1,1,1060,4.0,CSH,16.0,0.0
CMT,1,1,1119,2.6,CRD,13.5,2.8
CMT,1,1,898,2.7,CRD,12.5,2.6
CMT,1,1,1060,5.5,CRD,18.5,3.9
CMT,5,1,858,4.2,CRD,75.0,0.0
CMT,1,1,659,1.1,CRD,8.0,1.0
CMT,1,1,343,0.7,CRD,5.5,2.0
CMT,2,2,2371,16.0,CRD,52.0,5.0
CMT,1,1,781,4.4,CRD,15.0,2.0
CMT,2,1,2878,18.0,CRD,52.0,11.56
CMT,1,1,261,1.1,CRD,5.5,1.62
CMT,2,1,1774,20.2,CRD,52.0,11.56
CMT,2,1,1666,18.7,CRD,52.0,11.56
CMT,1,1,1745,4.6,CRD,22.0,3.0
CMT,1,1,1062,1.7,CRD,11.5,2.4
CMT,1,1,87,0.6,CSH,4.0,0.0
CMT,1,1,518,1.5,CRD,8.0,1.0
CMT,2,1,2064,20.3,CRD,52.0,10.0
CMT,1,1,273,1.2,CSH,6.0,0.0
CMT,1,1,901,1.1,CSH,10.0,0.0
CMT,1,1,1550,3.1,CSH,17.5,0.0
CMT,1,1,447,1.1,CRD,6.5,1.4
CMT,1,1,355,0.7,CSH,5.5,0.0
VTS,1,1,1260,3.37,CRD,16.0,4.0
VTS,1,1,1140,3.72,CSH,15.5,0.0
VTS,1,1,180,0.76,CSH,4.5,0.0
VTS,1,1,360,0.95,CRD,6.5,1.3
VTS,1,1,540,1.58,CSH,8.5,0.0
VTS,1,1,780,1.02,CRD,9.5,1.9
CMT,1,1,861,2.3,CRD,11.5,2.5
CMT,1,1,395,0.8,CRD,6.0,1.5
CMT,1,1,968,8.6,CSH,24.5,0.0
CMT,1,1,594,1.8,CSH,8.5,0.0
CMT,1,1,172,0.5,CSH,4.0,0.0
CMT,1,1,663,2.2,CSH,10.0,0.0
CMT,1,1,357,1.2,CRD,6.5,0.5
CMT,1,1,454,1.2,CRD,7.0,1.6
CMT,1,1,1344,4.4,CRD,18.0,3.8
CMT,1,3,571,1.2,CRD,8.5,2.25
CMT,1,2,574,3.0,CSH,11.0,0.0
VTS,1,2,600,3.34,CSH,12.0,0.0
VTS,1,2,2880,19.83,CRD,58.0,5.0
VTS,1,1,1020,4.04,CRD,15.0,1.0
VTS,1,1,660,4.7,CRD,16.0,3.4
VTS,1,1,840,3.4,CSH,13.0,0.0
CMT,1,2,321,1.3,CRD,6.5,1.5
CMT,1,1,962,5.5,CSH,17.5,0.0
CMT,1,1,403,2.4,CSH,9.0,0.0
CMT,1,1,373,1.1,CRD,6.5,1.5
CMT,1,1,2509,10.8,CSH,37.0,0.0
CMT,1,1,730,2.0,CRD,10.5,2.4
CMT,1,3,659,3.2,CSH,12.5,0.0
CMT,1,1,612,5.1,CRD,16.0,3.4
CMT,1,1,701,1.9,CRD,10.0,1.0
CMT,1,2,257,0.7,CSH,5.0,0.0
CMT,1,1,1546,4.2,CRD,19.5,1.0
CMT,1,1,131,0.4,CRD,4.0,0.9
CMT,1,1,1016,2.0,CRD,12.0,2.5
CMT,1,4,765,1.9,CSH,10.0,0.0
CMT,1,2,1362,4.1,CRD,18.0,3.8
CMT,1,2,1061,9.2,CSH,28.0,0.0
CMT,1,2,352,0.6,CSH,5.5,0.0
VTS,1,1,300,1.1,CSH,6.0,0.0
VTS,1,1,540,1.35,CRD,8.0,1.6
VTS,1,1,480,1.39,CRD,8.0,1.6
VTS,1,1,420,0.62,CSH,6.0,0.0
CMT,1,1,245,0.9,CSH,5.5,0.0
CMT,1,2,624,2.2,CRD,10.0,1.5
CMT,1,1,1443,3.2,CRD,17.0,1.5
CMT,1,1,541,1.4,CSH,8.0,0.0
CMT,1,1,1238,8.6,CRD,26.5,8.2
CMT,1,2,394,2.3,CSH,8.5,0.0
CMT,1,4,433,1.3,CSH,7.0,0.0
CMT,1,2,466,1.5,CRD,8.0,2.7
CMT,1,2,922,2.0,CSH,11.5,0.0
CMT,1,4,1180,3.6,CRD,15.5,3.2
VTS,1,1,780,2.96,CSH,12.5,0.0
VTS,1,1,840,1.45,CSH,10.0,0.0
VTS,1,1,1980,3.07,CRD,20.5,6.3
VTS,1,1,1740,7.54,CRD,27.0,3.0
VTS,1,1,900,3.53,CRD,14.0,2.9
VTS,1,1,540,0.88,CRD,7.0,1.5
VTS,1,1,600,1.43,CRD,8.0,1.0
VTS,1,1,300,0.49,CSH,5.0,0.0
VTS,1,1,300,0.09,CRD,4.5,0.0
VTS,1,1,420,1.21,CRD,6.5,1.0
VTS,1,1,660,2.79,CRD,11.0,2.3
VTS,1,1,240,0.83,CRD,5.5,1.5
VTS,1,1,900,3.99,CSH,15.0,0.0
VTS,1,1,120,0.49,CSH,4.0,0.0
VTS,1,1,840,1.79,CSH,10.5,0.0
VTS,1,1,900,4.51,CRD,16.5,2.0
CMT,1,1,1516,1.5,CSH,15.5,0.0
CMT,1,1,321,1.0,CSH,6.0,0.0
CMT,2,1,2335,22.7,CRD,52.0,10.0
CMT,1,1,887,3.3,CSH,13.5,0.0
CMT,1,1,158,0.5,CRD,4.0,1.0
CMT,5,1,9,0.0,CRD,7.0,1.75
CMT,1,1,227,1.0,CRD,5.0,2.0
CMT,1,1,1752,20.4,CRD,54.0,11.0
CMT,1,1,571,0.6,CRD,7.0,1.7
CMT,1,1,1559,2.3,CRD,17.0,3.0
CMT,1,1,760,0.8,CSH,9.0,0.0
CMT,1,1,1092,2.5,CRD,13.0,3.62
CMT,2,1,5988,16.4,CRD,52.0,10.5
CMT,1,1,276,0.8,CSH,5.0,0.0
CMT,2,1,1816,18.1,CRD,52.0,11.56
CMT,1,1,3170,13.7,CRD,46.5,9.6
CMT,1,4,481,1.3,CSH,7.5,0.0
VTS,1,1,540,3.08,CSH,11.0,0.0
VTS,1,1,600,2.11,CSH,9.0,0.0
VTS,1,1,1080,1.86,CSH,13.0,0.0
VTS,1,1,780,7.08,CRD,20.5,4.0
VTS,1,1,480,1.17,CRD,7.5,1.5
VTS,1,1,2280,9.96,CSH,35.0,0.0
VTS,1,1,360,0.91,CRD,6.0,1.0
VTS,1,1,480,1.34,CRD,7.5,0.0
VTS,1,6,120,0.64,CRD,4.0,1.0
VTS,1,6,720,1.5,CRD,9.0,1.8
VTS,1,6,900,1.65,CRD,11.0,2.2
VTS,1,6,1860,6.72,CRD,26.0,6.5
CMT,1,2,720,2.5,CRD,10.5,2.0
CMT,2,1,1603,16.6,CSH,52.0,0.0
CMT,2,1,2153,18.0,CSH,52.0,0.0
CMT,1,1,1034,8.5,CSH,26.0,0.0
CMT,1,1,1603,6.4,CRD,24.5,5.0
CMT,1,2,863,2.4,CRD,11.5,3.0
CMT,1,1,1219,4.9,CRD,17.5,4.5
CMT,1,2,1327,1.5,CSH,14.0,0.0
CMT,1,2,436,1.0,CRD,7.0,1.0
CMT,1,1,483,1.6,CRD,8.0,1.8
CMT,1,2,862,3.2,CRD,13.0,3.0
CMT,5,2,55,0.0,CRD,68.0,0.0
CMT,1,1,946,8.0,CSH,24.0,0.0
CMT,1,1,1355,3.8,CRD,17.5,2.5
CMT,1,1,932,1.0,CRD,10.5,2.4
CMT,1,1,364,1.4,CRD,6.5,1.5
CMT,1,1,637,3.4,CRD,13.0,2.0
CMT,1,1,1075,2.4,CRD,13.0,2.5
CMT,1,1,1094,2.8,CRD,13.5,2.8
CMT,1,2,1269,3.8,CSH,16.5,0.0
CMT,1,2,438,1.6,CSH,8.0,0.0
CMT,1,1,544,1.4,CSH,8.0,0.0
CMT,1,2,271,0.6,CRD,5.0,1.2
CMT,1,1,199,0.5,CSH,4.5,0.0
CMT,1,2,1250,5.8,CRD,20.5,3.5
CMT,1,1,1165,5.5,CSH,19.5,0.0
CMT,2,1,1743,17.2,CRD,52.0,3.0
CMT,1,1,983,13.6,CRD,36.5,7.5
CMT,1,1,275,0.7,CSH,5.0,0.0
CMT,1,1,698,1.5,CRD,9.0,2.1
CMT,1,1,873,2.9,CRD,12.5,1.5
CMT,1,1,407,1.1,CSH,6.5,0.0
CMT,1,1,1883,19.1,CRD,52.0,5.0
VTS,1,1,540,0.83,CSH,7.0,0.0
VTS,1,2,600,1.05,CSH,8.5,0.0
CMT,1,3,325,1.2,CRD,6.5,1.0
CMT,1,2,578,2.2,CRD,9.5,2.1
CMT,1,2,672,3.4,CSH,13.5,0.0
CMT,1,1,1313,8.7,CSH,27.5,0.0
CMT,1,1,234,0.9,CSH,5.5,0.0
CMT,1,1,321,0.7,CRD,5.5,0.5
CMT,1,2,385,1.4,CSH,7.0,0.0
CMT,1,2,530,3.0,CRD,10.5,2.0
CMT,1,1,955,6.8,CRD,21.0,4.4
CMT,1,1,581,1.6,CSH,8.5,0.0
CMT,1,1,1167,5.1,CSH,19.0,0.0
CMT,1,1,743,3.0,CSH,11.5,0.0
CMT,1,1,865,4.5,CRD,15.5,2.0
CMT,1,1,743,3.3,CRD,13.0,2.7
CMT,1,2,1531,10.9,CSH,32.0,0.0
CMT,1,2,1090,3.5,CRD,15.0,1.0
VTS,1,1,1380,1.21,CRD,14.0,2.9
VTS,1,1,480,1.56,CRD,8.0,2.12
VTS,1,1,1080,3.81,CRD,16.0,3.3
VTS,1,2,1680,5.83,CRD,23.0,4.7
CMT,1,1,530,1.3,CRD,8.0,2.0
CMT,2,1,2571,14.7,CRD,52.0,7.0
CMT,1,1,689,5.7,CSH,18.5,0.0
CMT,1,1,471,1.9,CRD,8.5,1.5
CMT,1,2,521,1.0,CRD,7.5,2.0
CMT,1,4,275,2.0,CSH,7.5,0.0
CMT,1,4,429,1.2,CSH,7.0,0.0
CMT,1,2,476,1.6,CRD,8.0,1.7
CMT,1,4,815,1.9,CSH,10.5,0.0
CMT,1,1,225,0.7,CSH,5.0,0.0
CMT,1,4,1619,5.3,CRD,21.5,3.0
CMT,1,1,402,1.3,CSH,7.0,0.0
CMT,1,4,223,0.7,CSH,5.0,0.0
CMT,2,1,2191,17.7,CRD,52.0,11.56
CMT,1,1,4413,9.0,CRD,6.5,1.5
CMT,1,1,582,2.0,CSH,9.5,0.0
CMT,1,1,809,2.3,CSH,11.0,0.0
CMT,1,1,816,5.9,CSH,19.0,0.0
CMT,1,1,4788,23.2,CRD,9.0,3.15
CMT,1,1,307,0.5,CRD,5.0,1.08
CMT,1,1,519,1.0,CRD,7.5,1.8
VTS,1,1,1200,2.18,CSH,13.5,0.0
VTS,1,1,660,1.93,CSH,9.5,0.0
VTS,1,1,960,2.24,CRD,12.0,2.4
VTS,1,1,180,0.61,CRD,4.5,1.5
VTS,1,1,540,1.02,CSH,7.0,0.0
CMT,1,1,311,1.0,CSH,6.0,0.0
CMT,1,1,316,1.2,CSH,6.0,0.0
CMT,2,1,1593,17.2,CRD,52.0,0.0
VTS,1,1,480,1.43,CRD,7.0,1.4
VTS,1,1,780,2.45,CRD,11.5,2.3
VTS,1,1,1500,9.45,CRD,30.0,7.07
VTS,1,1,1920,10.43,CRD,35.0,8.07
VTS,1,1,1140,4.76,CSH,17.0,0.0
VTS,1,1,420,1.2,CSH,7.0,0.0
VTS,1,1,1140,2.66,CRD,13.5,2.7
CMT,1,1,999,3.3,CSH,14.0,0.0
CMT,1,4,984,2.3,CSH,12.0,0.0
CMT,1,2,435,1.4,CSH,7.0,0.0
CMT,1,1,864,3.7,CRD,13.5,3.62
CMT,1,2,936,4.1,CSH,16.0,0.0
CMT,1,4,381,1.8,CSH,8.0,0.0
CMT,1,1,887,6.0,CRD,19.0,4.0
CMT,1,1,561,2.1,CRD,9.0,2.0
VTS,1,1,1320,1.74,CSH,14.0,0.0
VTS,1,1,960,1.84,CRD,11.5,2.0
VTS,1,1,540,0.98,CRD,7.0,1.2
VTS,1,1,840,4.61,CRD,16.0,2.0
VTS,1,1,780,3.8,CSH,13.5,0.0
CMT,1,3,288,0.6,CSH,5.0,0.0
CMT,1,2,528,1.1,CRD,7.5,1.7
CMT,1,1,620,4.6,CRD,15.0,3.1
CMT,2,1,1450,18.6,CRD,52.0,10.5
VTS,1,6,1140,1.79,CSH,12.5,0.0
VTS,1,1,600,0.4,CSH,7.5,0.0
CMT,1,2,1306,8.6,CSH,26.5,0.0
CMT,1,1,144,0.4,CRD,4.0,0.9
CMT,1,1,1313,1.7,CRD,14.0,20.08
CMT,1,4,1368,8.5,CRD,27.5,1.0
CMT,1,1,922,3.8,CSH,14.5,0.0
CMT,1,1,1443,6.5,CRD,23.5,2.0
VTS,1,1,660,3.48,CRD,12.5,2.5
CMT,1,1,1108,6.8,CSH,21.0,0.0
CMT,1,1,425,1.3,CRD,7.0,1.5
CMT,1,1,200,0.6,CSH,4.5,0.0
CMT,1,1,355,1.2,CSH,6.5,0.0
CMT,1,1,595,2.1,CRD,9.5,2.0
CMT,1,1,299,2.3,CRD,8.5,2.85
CMT,1,1,235,0.5,CRD,4.5,3.0
CMT,1,1,207,0.6,CRD,4.5,1.0
CMT,1,1,510,1.8,CRD,8.5,2.25
CMT,1,1,228,1.0,CRD,5.5,1.2
CMT,1,4,191,0.6,CSH,4.5,0.0
CMT,1,2,269,0.5,CRD,5.0,1.1
CMT,1,1,1199,5.3,CRD,18.5,3.0
CMT,1,1,107,0.2,CSH,3.5,0.0
CMT,1,1,760,2.5,CSH,11.0,0.0
CMT,1,1,352,0.7,CSH,5.5,0.0
VTS,1,1,540,2.5,CRD,9.5,2.0
VTS,1,1,1500,3.55,CRD,18.0,4.62
VTS,1,1,780,1.94,CSH,10.0,0.0
VTS,1,1,300,0.61,CSH,5.5,0.0
VTS,1,1,1200,4.06,CRD,16.5,3.3
VTS,1,1,780,2.7,CRD,12.0,2.5
VTS,1,1,720,3.28,CRD,12.5,2.0
VTS,1,1,1020,1.97,CRD,12.0,2.5
VTS,1,1,1080,5.22,CRD,18.0,3.7
VTS,1,1,660,1.34,CSH,9.0,0.0
VTS,1,1,600,1.26,CRD,8.0,2.12
VTS,1,1,2340,7.77,CRD,33.5,6.8
VTS,1,1,360,0.46,CSH,5.5,0.0
VTS,1,1,1080,1.27,CRD,11.5,2.0
VTS,1,1,300,0.79,CSH,5.0,0.0
